title,people
Anything Else,"Adrian Grenier, Anthony Arkin, Anthony J. Ribustello, Carson Grant, Christina Ricci, Danny DeVito, Darius Khondji, David Conrad, Diana Krall, Erica Leerhsen, Fisher Stevens, James Babbin, Jason Biggs, Jimmy Fallon, Joseph Lyle Taylor, KaDee Strickland, Kenneth Edelson, Maurice Sonnenberg, Ray Garvey, Stockard Channing, William Hill, Woody Allen, Wynter Kullman, Zach McLarty"
The Railway Man,"Akos Armont, Ben Aldridge, Ben Warren, Bryan Probets, Byron J. Brochmann, Charlie Ruedpokanon, Colin Firth, David Hirschfelder, Ewen Leslie, Garry Phillips, Hiroyuki Sanada, Jack McTaggart, Jeffrey Daunton, Jeremy Irvine, Jonathan Teplitzky, Keiichi Enomoto, Keith Fleming, Louis Toshio Okada, Marta Dusseldorp, Masa Yamaguchi, Michael MacKenzie, Micheal Doonan, Nicole Kidman, Peter Tuinstra, Sam Reid, Sarah McVicar, Shinji Ikefuji, Shogo Tanikawa, Shoota Tanahshi, Stellan Skarsgård, Takato Kitamoto, Tanroh Ishida, Therese Bradley, Tom Hobbs, Tom Stokes, Yasuhiko Miyauchi, Yutaka Izumihara"
The White Ribbon,"Aaron Denkel, Alexander Sedl, Amelie Litwin, Anne-Kathrin Gummich, Arndt Schwering-Sohnrey, Bianca Mey, Birgit Minichmayr, Branko Samarovski, Burghart Klaußner, Carmen-Maja Antoni, Christian Berger, Christian Friedel, Christian Klischat, Detlev Buck, Eddy Grahl, Enno Trebs, Ernst Jacobi, Felix Boettcher, Fion Mutert, Florian Köhler, Franz Rewoldt, Gabriela Maria Schmeide, Gary Bestla, Gerrit Langentepe, Hans-Matthias Glassmann, Hanus Polak Jr., Janina Fautz, Johanna Busse, Jonas Jennerjahn, Josef Bierbichler, Kai-Peter Malina, Kevin Schmolinski, Klaus Manchen, Kristina Kneppek, Krzysztof Zarzecki, Lena Pankow, Leonard Boes, Leonard Proxauf, Leonie Benesch, Levin Henning, Lilli Fichtner, Lilli Trebs, Luzie Ahrens, Malin Steffen, Marcin Tyrol, Margarete Zimmermann, Maria Dragus, Marisa Growaldt, Marvin Ray Spey, Matthias Linke, Mercedes Jadea Diaz, Michael Haneke, Michael Kranz, Michael Schenk, Mika Ahrens, Miljan Chatelain, Nikita Vaganov, Nino Seide, Nora Gruler, Ole Joensson, Paraschiva Dragus, Paul Wolf, Paula Kalinski, Peter Mörike, Rainer Bock, Roxane Duran, Rüdiger Hauffe, Sara Schivazappa, Sebastian Badurek, Sebastian Hülk, Sebastian Pauli, Sebastian Pawlak, Sebastian Łach, Selina Ewald, Simon Pawlowsky, Sophie Czech, Steffi Kühnert, Stephanie Amarell, Susanne Lothar, Theo Trebs, Thibault Sérié, Tim Guderjahn, Ulrich Tukur, Ursina Lardi, Vincent Krüger, Vladik Otaryan"
Restoration,"Adrian Gaeta, Emily Roya O'Brien, Sarah Ann Schultz, Zack Ward"
The Wraith,"Charlie Sheen, Chris Nash, Clint Howard, David Sherrill, Griffin O'Neal, J. Peter Robinson, Jamie Bozian, Jeffery Feaster, Jeffrey Sudzin, Matthew Barry, Michael Hoenig, Michael Hungerford, Mike Marvin, Nick Cassavetes, Peder Melhuse, Randy Quaid, Reed Smoot, Sherilyn Fenn, Vickie Benson"
Salton Sea,"Adam Goldberg, Amir Mokri, Anthony LaPaglia, Azura Skye, BD Wong, Chandra West, D.J. Caruso, Danny Trejo, Deborah Kara Unger, Doug Hutchison, Glenn Plummer, Luis Guzmán, Meat Loaf, Peter Sarsgaard, R. Lee Ermey, Rex Linn, Shalom Harlow, Shirley Knight, Thomas Newman, Tony Adler, Val Kilmer, Vincent D'Onofrio"
Metallica: Through the Never,"Dane DeHaan, James Hetfield, Kirk Hammett, Lars Ulrich, Mackenzie Gray, Nimród Antal, Robert Trujillo, Toby Hargrave"
The Informers,"Amber Heard, Angela Sarafyan, Anne Bergstedt Jordanova, Austin Nichols, Billy Bob Thornton, Brad Renfro, Cameron Goodman, Chris Isaak, Gregor Jordan, Jessica Stroup, Jon Foster, Katy Mixon, Kim Basinger, Kimberly Evan, Lou Taylor Pucci, Mel Raido, Mickey Rourke, Milena Arango, Rhys Ifans, Simone Kessell, Suzanne Ford, Theo Rossi, Valentina Garcia, Winona Ryder"
Carlos,"Ahmad Kaabour, Alejandro Arroyo, Alexander Scheer, Aljoscha Stadelmann, Anna Thalbach, Antoine Balabane, Badih Abou Chakra, Basim Kahar, Cem Sultan Ungan, Christoph Bach, Denis Lenoir, Edgar Ramírez, Fadi Abi Samra, Fadi Yanni Turk, Juana Acosta, Julia Hummer, Katharina Schüttler, Nora von Waldstätten, Olivier Assayas, Rami Farah, Rodney El Haddad, Susanne Wuest, Talal El-Jordi, Udo Samel, Yorick Le Saux, Zeid Hamdan"
I Come with the Rain,"Elias Koteas, Josh Hartnett, Lee Byung-hun, Shawn Yue, Takuya Kimura, Tran Anh Hung, Tran Nu Yên-Khê"
One Man's Hero,"Carlos Carrasco, Daniela Romo, Dermot Martin, Don Wycherley, Ernest Troost, Gregg Fitzgerald, Ilia Volok, James Gammon, Joaquim de Almeida, João Fernandes, Lance Hool, Luke Hayden, Mark Moses, Milton S. Gelman, Patrick Bergin, Stephen Tobolowsky, Stuart Graham, Tom Berenger, Wolf Muser"
Day of the Dead,"Wild Bill' Laczko, Al Anderson, Anthony Dileo Jr., Barbara Holmes, Barbara Russell, Bruce Kirkpatrick, David Kindlon, Deborah Carter, Debra Gordon, Don Brockett, Everett Burrell, Gary Howard Klar, Gary Jones, Gene A. Saraceni, George A. Romero, Gregory Nicotero, Howard Berger, Jarlath Conroy, Jeff Hogan, Joe Abeln, John Amplas, John D. Schwartz, John Vulich, Joseph Pilato, Kim Maxwell, Lori Cardille, Mark Tierno, Michael Gornick, Mike Trcic, Phillip G. Kellams, Ralph Marrero, Richard Liberty, Sherman Howard, Susan Martinelli, Taso N. Stavrakis, Terry Adams, Terry Alexander, Tom Ardolino, Vini Bancalari, William Cameron, Winnie Flynn"
I Am Wrath,"Amanda Schull, Andrzej Sekula, Christopher Meloni, Chuck Russell, David Hutchison, Doris Morgado, Haim Mazar, John Travolta, Llysa Rie Lesaka, Luis Da Silva Jr., Melissa Bolona, Patrick St. Esprit, Paul Sloan, Rebecca De Mornay, Sam Trammell"
Renaissance,"Catherine McCormack, Chris Bearne, Christian Volckman, Clémentine Baert, Crystal Shepherd-Cross, Daniel Craig, Ian Holm, Isabelle Van Waes, Jonathan Pryce, Julian Nest, Kevork Malikyan, Marc Cassot, Max Hayter, Nicholas Dodd, Robert Dauney, Romola Garai, Sean Pertwee"
Red Sonja,"Arnold Schwarzenegger, Brigitte Nielsen, Donna Osterbuhr, Ennio Morricone, Ernie Reyes, Jr., Francesca Romana Coluzzi, Giuseppe Rotunno, Hans Meyer, Janet Ågren, Kiyoshi Yamasaki, Lara Lamberti, Pat Roach, Paul L. Smith, Richard Fleischer, Ronald Lacey, Sandahl Bergman, Stefano Maria Mioni, Tad Horino, Terry Richards, Tutte Lemkow"
Red Lights,"Burn Gorman, Cillian Murphy, Craig Roberts, Elizabeth Olsen, Eloise Webb, Garrick Hagon, Gina Bramhill, Jan Cornet, Jeany Spark, Jesse Bostick, Joely Richardson, Josette Simon, Karen David, Leonardo Sbaraglia, Mitchell Mullen, Robert De Niro, Rodrigo Cortés, Sigourney Weaver, Toby Jones"
Superbad,"Aurora Snow, Aviva, Ben Best, Bill Hader, Brian Huskey, Brooke Dillman, Carla Gallo, Casey Margolis, Charley Rossman, Charlie Hartsock, Christopher Mintz-Plasse, Clark Duke, Clement Blake, Clint Mabry, Cortney Palm, Dave Franco, David Krumholtz, Donna Hardy, Emma Stone, Erica Vittina Phillips, Evan Goldberg, Greg Mottola, Jenna Haze, Jody Hill, Joe Lo Truglio, Joe Nunez, Jonah Hill, Keith Loneker, Kevin Breznahan, Kevin Corrigan, Laura Marano, Laura Seay, Lauren Miller, Lyle Workman, Marcella Lentz-Pope, Mark Rogen, Martha MacIsaac, Martin Starr, Matthew Bass, Matthew McKane, Michael Cera, Michael Fennessey, Michael Naughton, Mousa Kraish, Naathan Phan, Nicholas Jasenovec, Pamella D'Pella, Peter Salett, Rakefet Abergel, Roger Iwami, Russ T. Alsobrook, Scott Gerbacia, Seth Rogen, Stacy Edwards, Stephen Borrello IV, Steve Bannos, Ted Haigh"
Madea Goes to Jail,"Bobbi Baker, David Mann, Derek Luke, Ion Overman, Keshia Knight Pulliam, Phil McGraw, RonReaco Lee, Sofía Vergara, Tamela Mann, Tony Harris, Tyler Perry, Vanessa Ferlito, Viola Davis, Whoopi Goldberg"
Wolves,"David Hayter, Janet-Laine Green, Jason Momoa, John Pyper-Ferguson, Kaitlyn Wong, Lucas Till, Melanie Scrofano, Merritt Patterson, Stephen McHattie"
Step Up 2: The Streets,"Aaron Zigman, Adam G. Sevani, Black Thomas, Briana Evigan, Cassie Ventura, Channing Tatum, Danielle Polanco, Harry Shum Jr., Hi-Hat, Jon M. Chu, Kate Lacey, Mari Koda, Max Malkin, Robert Hoffman, Telisha Shaw, Will Kemp"
Hoodwinked!,"Andy Dick, Anne Hathaway, Anthony Anderson, Benjy Gaither, Chazz Palminteri, Cory Edwards, David Ogden Stiers, Glenn Close, Jim Belushi, John Mark Painter, Ken Marino, Kristin Wilkinson, Patrick Warburton, Preston Stutzman, Todd Edwards, Tom Kenny, Tony Leech, Xzibit"
Hotel Rwanda,"Andrea Guerra, Antonio David Lyons, Cara Seymour, David O'Hara, Desmond Dube, Don Cheadle, Fana Mokoena, Hakeem Kae-Kazim, Harriet Lenabe, Jean Reno, Jeremiah Ndlovu, Joaquin Phoenix, Lebo Mashile, Leleti Khumalo, Lennox Mathabathe, Lionel Steketee, Mabutho 'Kid' Sithole, Martin Russell, Mathabo Pieterson, Mduduzi Mabaso, Mosa Kaiser, Mothusi Magano, Neil McCarthy, Nick Nolte, Ofentse Modiselle, Robert Fraisse, Roberto Citran, Rosie Motene, Rupert Gregson-Williams, Simo Mogwaza, Sophie Okonedo, Terry George, Tony Kgoroge, Xolani Mali"
Hitman,"Christian Erickson, Dougray Scott, Eriq Ebouaney, Geoff Zanelli, Henry Ian Cusick, James Faulkner, Joe Sheridan, Laurent Barès, Michael Offei, Olga Kurylenko, Robert Knepper, Timothy Olyphant, Ulrich Thomsen, Xavier Gens"
Black Nativity,"Anastas N. Michos, Angela Bassett, Forest Whitaker, J. Mallory-McCree, Jacob Latimore, Jennifer Hudson, Kasi Lemmons, Laura Karpman, Mary J. Blige, Nas, Raphael Saadiq, Tyrese Gibson, Vondie Curtis-Hall"
The Prince,"50 Cent, Andrea Burns, Andrew Wert, Bonnie Somerville, Brian A Miller, Bruce Willis, Courtney B Turk, Danielle Phelan, David Gordon, Didi Costine, Don Harvey, Gia Mantegna, Jason Patric, Jay Oringer, Jesse Pruett, Jessica Lowndes, Jim Bennett, John Cusack, Johnathon Schaech, Jonathan Carkeek, Martin Blencowe, Natalie Light, Rain, Tara Holt, Tim Fields, Tyler Jon Olson"
City of Ghosts,"Christopher Curry, Gérard Depardieu, James Caan, Matt Dillon, Natascha McElhone, Pok Panhavicyetr, Rose Byrne, Shawn Andrews, Stellan Skarsgård"
The Others,"Alakina Mann, Alejandro Amenábar, Alexander Vince, Christopher Eccleston, Elaine Cassidy, Eric Sykes, Fionnula Flanagan, Gordon Reid, James Bentley, Javier Aguirresarobe, Javier Chinchilla, Keith Allen, Michelle Fairley, Nicole Kidman, Renée Asherson, Ricardo López"
Aliens,"Adrian Biddle, Al Matthews, Alan Polonsky, Alibe Parsons, Barbara Coles, Bill Paxton, Blain Fairman, Carl Toop, Carrie Henn, Colette Hiller, Cynthia Dale Scott, Daniel Kash, Eddie Powell, James Cameron, James Horner, James Remar, Jay Benedict, Jenette Goldstein, Lance Henriksen, Mark Rolston, Michael Biehn, Paul Maxwell, Paul Reiser, Ricco Ross, Sigourney Weaver, Terry Ackland-Snow, Tip Tipping, Trevor Steedman, Valerie Colgan, William Hope"
My Fair Lady,"Audrey Hepburn, Frederick Loewe, George Cukor, Gladys Cooper, Harry Stradling Sr., Isobel Elsom, Jeremy Brett, John Holland, Mona Washbourne, Rex Harrison, Stanley Holloway, Theodore Bikel, Wilfrid Hyde-White"
I Know What You Did Last Summer,"Anne Heche, Bridgette Wilson, Dan Albright, Denis Crossan, Freddie Prinze Jr., Jennifer Love Hewitt, Jim Gillespie, John Debney, Johnny Galecki, Louis D'Esposito, Muse Watson, Rasool J'Han, Ryan Phillippe, Sarah Michelle Gellar, Steve Mirkovich, Stuart Greer"
Let's Be Cops,"Adam Rosenberg, Alec Rayme, Allie O'Neill, Americus Abesamis, Andrew Kochman, Andy García, Angela Kerecz, Anna Colwell, Antwan Mills, Bill Pankow, Bob Jennings, Brian Oerly, Briana Venskus, Brittany Susko, Caroline Kiger, Chas Harvey, Chelsea Hayes, Chen Tang, Christophe Beck, Colin Dennard, Corey James Wright, Courtney Patterson, Damon Sementilli, Damon Wayans Jr., Dane Davenport, Daniel Parvis, Daryn Okada, Desmond Phillips, Elliott Dixon, Hoke Faser, Jackie Costello, Jake Johnson, Jake Monaco, James D'Arcy, Jamie Moore, Jamie Renell, Jason Pendergraft, Jeff Chase, Jennifer Allison Chavez, Jennifer Stearns, Jessica Luza, Jon Lajoie, Joshua Ormond, Joy Glover Walters, Justin Miles, Jwaundace Candece, Kara Michele Wilder, Katie Deal, Keegan-Michael Key, L. Warren Young, Luke Greenfield, Marc Farley, Mary Jo Catlett, Matt Mangum, Matthew Wiese, Michael Flores, Michael McCormick, Michael Scialabba, Natasha Leggero, Nelson Bonilla, Nicholas Mastandrea, Nina Dobrev, Patch Darragh, Patricia French, Patricia Taylor, Randall P. Havens, Raven-Danielle Baker, Rebecca Galarza, Rebecca Koon, Rob Riggle, Ron Caldwell, Rose Locke, Ryan Girard, Sal Verena, Sam Medina, Ted Huckabee, Tom Mardirosian, Vickie Eng, Wilson Schwarz"
Sideways,"Alexander Payne, Alysia Reiner, Jessica Hecht, Joe Marinelli, Lacey Rae, M.C. Gainey, Marylouise Burke, Missy Doty, Natalie Carter, Patrick Gallagher, Paul Giamatti, Peter Dennis, Phedon Papamichael, Robert Covarrubias, Rolfe Kent, Sandra Oh, Shake Tukhmanyan, Shaun Duke, Stephanie Faracy, Thomas Haden Church, Virginia Madsen"
Beerfest,"Aaron Hendry, Allan Graf, Amber Hay, Bjorn Johnson, Blanchard Ryan, Cameron Scher, Chris Moss, Cloris Leachman, Collin Thornton, Donald Sutherland, Erik Stolhanske, Frank G. DeMarco, Ivan Brutsche, Jay Chandrasekhar, Jessica Williams, Jürgen Prochnow, Kevin Heffernan, M.C. Gainey, Marya Beauvais, Nat Faxon, Nathan Barr, Owain Yeoman, Pab Schwendimann, Paul Soter, Philippe Brenninkmeyer, Steve Lemme, Steven Michael Quezada, Tom Tate"
Halloween,"Adam Hollander, Arthur Malet, Barry Bernardi, Brent Le Page, Brian Andrews, Charles Cyphers, Darla Rae, David Kyle, Dean Cundey, Donald Pleasence, George O'Hanlon Jr., Gwen Van Dam, Jamie Lee Curtis, John Carpenter, John Michael Graham, Kyle Richards, Mickey Yablans, Nancy Kyes, Nancy Stephens, Nick Castle, P.J. Soles, Peter Griffith, Robert Phalen, Sandy Johnson, Tony Moran, Will Sandin"
Good Boy!,"Brittany Murphy, Carl Reiner, Cheech Marin, Delta Burke, Donald Faison, Hunter Elliott, James Glennon, John Robert Hoffman, Kevin Nealon, Liam Aiken, Matthew Broderick, Mikhael Speidel, Molly Shannon, Vanessa Redgrave, Zeke Richardson"
The Best Man Holiday,"Eddie Cibrian, Harold Perrineau, John Michael Higgins, Malcolm D. Lee, Melissa De Sousa, Millie Davis, Monica Calhoun, Morris Chestnut, Nia Long, Regina Hall, Sanaa Lathan, Taye Diggs, Terrence Howard"
Smokin' Aces,"Alex Rocco, Alicia Keys, Andy García, Ben Affleck, Chris Pine, Christopher Michael Holley, Clint Mansell, Common, Curtis Armstrong, David Proval, George Fisher, Jason Bateman, Jeff Habberstad, Jeremy Piven, Joe Carnahan, Joe Drago, Joel Edgerton, Joseph Ruskin, Kevin Durand, Lorna Scott, Martin Henderson, Matthew Fox, Mauro Fiore, Maury Sterling, Mike Falkow, Nestor Carbonell, Peter Berg, Ray Liotta, Ryan Reynolds, Taraji P. Henson, Tommy Flanagan, Vladimir Kulich, Wayne Newton"
Saw: The Final Chapter,"Betsy Russell, Cary Elwes, Chad Donella, Charlie Clouser, Chester Bennington, Costas Mandylor, Gina Holden, Greg Bryk, Kevin Greutert, Sean Patrick Flanery, Tanedra Howard, Tobin Bell"
40 Days and 40 Nights,"Adam Trese, Barry Newman, Elliot Davis, Emmanuelle Vaugier, Griffin Dunne, Josh Hartnett, Maggie Gyllenhaal, Mary Gross, Michael C. Maronna, Michael Lehmann, Monet Mazur, Paulo Costanzo, Rob Perez, Rolfe Kent, Shannyn Sossamon, Vinessa Shaw"
A Night at the Roxbury,"Chazz Palminteri, Chris Kattan, Colin Quinn, Dan Hedaya, Dwayne Hickman, Eva Mendes, Francis Kenny, Jennifer Coolidge, John Fortenberry, Lochlyn Munro, Loni Anderson, Michael Clarke Duncan, Molly Shannon, Raquel Gardner, Richard Grieco, Will Ferrell"
Beastly,"Alex Pettyfer, Cristina Franco, Dakota Johnson, Daniel Barnz, David Francis, Devin Mroz, Erik Knudsen, Gio Perez, Jonathan Dubsky, Julie Dretzin, Justin Bradley, Karl Graboshas, Lisa Gay Hamilton, Mary-Kate Olsen, Mia Doran, Miguel Mendoza, Neil Patrick Harris, Peter Krause, Rhiannon Moller-Trotter, Roc LaFortune, Steve Godin, Vanessa Hudgens"
The Hills Have Eyes,"Aaron Stanford, Alexandre Aja, Billy Drago, Dan Byrd, Desmond Askew, Emilie de Ravin, Ezra Buzzington, Gregory Nicotero, Kathleen Quinlan, Laura Ortiz, Maisie Camilleri Preziosi, Maxime Alexandre, Michael Bailey Smith, Robert Joy, Ted Levine, Tom Bower, Vinessa Shaw, tomandandy"
Dickie Roberts: Former Child Star,"Adam Rich, Alan Blumenfeld, Alexander D. Slanger, Alyssa Milano, Ambyr Childers, Ashley Edner, Barry Livingston, Bobby Slayton, Brandon de Paul, Brian Clark, Butch Patrick, Charlene Tilton, Christophe Beck, Christopher Johnson, Christopher Knights, Colin Ryan, Corey Feldman, Corey Haim, Craig Bierko, Danny Bonaduce, David Spade, Dick Van Patten, Doris Roberts, Dustin Diamond, Eddie Mekka, Edie McClurg, Emily Harrison, Emmanuel Lewis, Erin Moran, Erin Murphy, Ernest Lee Thomas, Evan Lee Dahl, Florence Henderson, Fred Berry, Fred Wolf, Gary Coleman, Hal Sparks, Haywood Nelson, Ian Gomez, Jake Chapman, Jann Carl, Jay North, Jeff Conaway, Jenna Boyd, Jeremy Miller, Joey Diaz, John Farley, John Kirk, Jon Lovitz, Jonathan Loughran, Kathleen Randazzo, Kevin Farley, Kevin Grevioux, Leif Garrett, Lindsey Dann, Lisa Joyner, M. Blair Breard, Marion Ross, Mary McCormack, Maureen McCormick, Meghan Faye Gallagher, Michael Buffer, Michael McDonald, Michelle Ruben, Mike Lookinland, Miko C. Brando, Mindy Burbano, Nancy Pimental, Nicholas Schwerin, Oliver Kindred, Patrick Thomas O'Brien, Paul Petersen, Peggy Mannix, Peter Dante, Rachel Dratch, Retta, Rob Elk, Rob Reiner, Rodney Allen Rippy, Ron Palillo, Sam Weisman, Sasha Mitchell, Scott Terra, Sergei Virovlianski, Spencer Garrett, Thomas E. Ackerman, Todd Bridges, Tom Arnold, Tony Dow, Valerie Perrine, Waddy Wachtel, Willie Aames, Wyatt Smith"
"McFarland, USA","Adriana Diaz Chapa, Alex MacNicoll, Alfredo Lopez, Anthony Renaud, Antonio Pinto, Ashley Bravo, Baxter Frick, Ben Bray, Brian Connors, Brian Hayes Currie, Carlos Pratts, Catherine Toribio, Chad Mountain, Chelsea Rendon, Chris Ellis Jr., Connor Weil, Daniel Moncada, Danny Mora, Diana Maria Riva, Eloy Casados, Elsie Fisher, Hector Duran, Isabelle Ortega, Isaiah Gonzales, J. Downing, Jackie Di Crystal, Jeffrey Sheller, John Funk, Johnny Ortiz, Jorge Luis Padilla, Josh Clark, Juana Flores, Kevin Costner, Maria Bello, Mariachi Sol de Mexico, Mariann Gavelo, Martha Higareda, Michael Aguero, Michael Tong, Morgan Saylor, Natalia Córdova-Buckley, Niki Caro, Omar Leyva, Rafael Martinez, Ramiro Rodriguez, Rebecca Silva, Regi Davis, Rigo Sanchez, Rosa Ochoa, Salvador Velez, Sarah Benoit, Sean O'Connell, Sergio Avelar, Terry Stacey, Tyler Sellers, Valente Rodriguez, Vanessa Martinez, Vincent Martella"
Lottery Ticket,"Bill Bellamy, Brandon T. Jackson, Charlie Murphy, Chris Williams, Danielle Lewis, Erik White, Gbenga Akinnagbe, Ice Cube, Keith David, Leslie Jones, Loretta Devine, Malieek Straughter, Mike Epps, Naturi Naughton, Shad Moss, Stacie Davis, Teairra Mari, Terry Crews, Vince Green"
ATL,"Albert Daniels, April Clark, Big Boi, Buffie Carruth, Christian Robinson, Evan Ross, Ian 'Blaze' Kelly, Jackie Long, Jason Weaver, Keith David, Khadijah Haqq, Lauren London, Malika Haqq, T.I., Tasha Smith, Tina Gordon Chism"
Pitch Perfect,"Aakomon Jones, Adam Devine, Adam Gilbert, Alex Biglane, Alexander Fabian, Alexander Sneider, Alexandra Weinroth, Alexis Knapp, Ali Bloomston, Allison Sahonic, Andrew O'Shanick, Anna Camp, Anna Kendrick, Ben Haist, Ben Platt, Brandon Borror-Chappell, Brandon Kitchel, Brian Mason, Brian Silver, Brittany Snow, Brittney Alger, Brock Kelly, Brooke Fontenot, C.J. Perry, Cameron Deane Stewart, Candice Helfand, Caroline Fourmy, Charles Miller, Chase Cooksey, Chiara Pittman, Christophe Beck, Christopher Mintz-Plasse, Ciera Dawn Washington, Codie L. Wiggins, Dan Iwrey, David Del Rio, Deke Sharon, Donald Faison, Donald Watkins, Drew Battles, Dylan Cheek, Ed Boyer, Elise Wilson, Elizabeth Banks, Elizabeth Chance, Emilia Graves, Emily Benford, Emily Rodriguez, Ester Dean, Esther Long, Felipe Fuentes, Freddie Stroma, Glen Aucoin, Gregory Gorenc, Hana Mae Lee, Har Mar Superstar, Jabari Thomas, Jackie Tuttle, Jacob Mainwaring, Jacob Wysocki, Jason Jones, Jason Moore, Jasper Randall, Jawan Harris, Jeff Lewis, Jeremy Strong, Jessica Jain, Jessica Poumaroux, Jessica Rotter, Jinhee Joung, Joe Lo Truglio, John Benjamin Hickey, John Michael Higgins, Jonathan Brannan, Judd Lormand, Julia Friedman, Julio Macat, Kala Balch, Karen Gonzales, Kari Kimmel, Katrina Despain, Kelley Jakle, Kelly Snow, Kenneth Tipton, Kether Donohue, Laura Dickinson, Lauren Gros, Madison Benson, Margaret Osburn, Margo Melancon, Mark Kilian, Matthew Laraway, Matthew Savarese, Maya Estephanos, Megan Dupre, Michael Alexander, Michael Anaya, Michael Viruet, Monika Guiberteau, Naeemah McCowan, Nate Howard, Nathan Swedberg, Nicholas Cafero, Nicole Lovince, Paul Ruess, Rebel Wilson, Renaldo McClinton, Richard Coleman, Richard Kohnke, Rose Davis, Samuel Brennan, Sanford Williams, Sawyer McLeod, Scott Shilstone, Sean Bankhead, Sean McDonald, Shawn Barry, Shelley Regner, Skylar Astin, Sora Connor, Steven Bailey, Thaddeus Potter, Tyler Forrest, Utkarsh Ambudkar, Wanetah Walmsley, Wes Lagarde, William Laverack, Windy Wagner, Xavier Joe Wilcher"
